time_elapsed_sec,distance_traveled
0.19925904273986816,1.9999999999999998e-05,1.99998
0.3996868133544922,0.00819,1.99181
0.6002209186553955,0.14284,1.85716
0.8197557926177979,0.33148000000000005,1.66852
0.9792404174804688,0.40245000000000003,1.59755
0.9990832805633545,0.46467,1.53533
1.1796693801879883,0.52234,1.47766
1.4201831817626953,0.59172,1.40828
1.6196508407592773,0.72746,1.27254
1.8190624713897705,0.82645,1.17355
2.024479866027832,0.95936,1.04064
2.0387356281280518,0.9925200000000001,1.00748
2.2398505210876465,1.11703,0.88297
2.4394419193267822,1.12402,0.87598
2.599059581756592,1.1326100000000001,0.8673899999999999
2.7083497047424316,1.16924,0.8307599999999999
2.818350315093994,1.24688,0.75312
2.8595519065856934,1.34388,0.65612
2.959944486618042,1.41053,0.5894699999999999
3.060856342315674,1.42058,0.57942
3.179598331451416,1.4007100000000001,0.5992899999999999
3.319929361343384,1.3731900000000001,0.6268099999999999
3.4230945110321045,1.3847,0.6153
3.4592392444610596,1.4432,0.5568
3.559084415435791,1.5295400000000001,0.4704599999999999
3.680417776107788,1.6098700000000001,0.39012999999999987
3.779254674911499,1.63448,0.36552000000000007
3.9186389446258545,1.61756,0.3824399999999999
3.9597461223602295,1.57515,0.42484999999999995
4.0801842212677,1.54633,0.45367
4.279774904251099,1.65062,0.34938
4.499816656112671,1.83199,0.16801
4.699992895126343,1.87465,0.12535000000000007
4.899240970611572,1.72817,0.27183
5.019729137420654,1.68964,0.31035999999999997
5.099906921386719,1.69445,0.30555
5.320537567138672,1.78402,0.21598000000000006
5.522218227386475,1.8256000000000001,0.1743999999999999
5.7198169231414795,1.77901,0.22099000000000002
5.921083688735962,1.76428,0.23571999999999993
6.11995792388916,1.79944,0.20056000000000007
6.139319181442261,1.86069,0.13931000000000004
6.340521574020386,1.9213,0.07869999999999999
6.5408384799957275,1.86892,0.13108000000000009
6.741298198699951,1.79453,0.20547000000000004
6.940625429153442,1.88755,0.11244999999999994
7.02092719078064,1.97153,0.028469999999999995
7.160654783248901,2.0418499999999997,-0.04184999999999972
7.361412286758423,2.04907,-0.04906999999999995
7.56152081489563,2.03008,-0.030079999999999885
7.781079292297363,2.02847,-0.028469999999999995
7.980456590652466,2.0290399999999997,-0.029039999999999733
8.167510509490967,2.02955,-0.029549999999999965
8.180024862289429,2.02976,-0.02976000000000001
8.380972146987915,2.0303,-0.030299999999999994
8.58189082145691,2.03083,-0.030829999999999913
9.00173020362854,2.0311299999999997,-0.031129999999999658
9.200355529785156,2.0313299999999996,-0.031329999999999636
9.599819421768188,2.03151,-0.03150999999999993
9.825656652450562,2.0316199999999998,-0.03161999999999976
10.02096438407898,2.03225,-0.03224999999999989
10.42115044593811,2.0335599999999996,-0.03355999999999959
10.640987634658813,2.03375,-0.03374999999999995
10.649034023284912,2.03402,-0.03401999999999994
10.840200424194336,2.0347,-0.03469999999999995
11.060692310333252,2.0354099999999997,-0.03540999999999972
11.441536903381348,2.03627,-0.036270000000000024
11.649600744247437,2.03708,-0.03708
11.660447597503662,2.03694,-0.03693999999999997
11.860965490341187,2.03606,-0.03605999999999998
12.0609872341156,2.0361,-0.0360999999999998
12.069071769714355,2.03571,-0.03570999999999991
12.280499696731567,2.0362899999999997,-0.03628999999999971
12.319968223571777,2.0364999999999998,-0.036499999999999755
12.482247829437256,2.03613,-0.036129999999999995
12.679976463317871,2.03605,-0.036049999999999915
12.878660202026367,2.03565,-0.03564999999999996
12.880319595336914,2.0356799999999997,-0.03567999999999971
13.060669422149658,2.0352599999999996,-0.035259999999999625
13.301253318786621,2.03495,-0.034949999999999815
13.320998430252075,2.03482,-0.03481999999999985
13.700577020645142,2.03522,-0.03521999999999981
13.92145586013794,2.0352799999999998,-0.035279999999999756
13.940418243408203,2.03522,-0.03521999999999981
14.060575246810913,2.03531,-0.03530999999999995
14.321440935134888,2.03524,-0.03523999999999994
14.340240716934204,2.03523,-0.03522999999999987
14.521349906921387,2.0354099999999997,-0.03540999999999972
14.540748119354248,2.03544,-0.035439999999999916
14.74388337135315,2.03558,-0.035579999999999945
14.761053562164307,2.03523,-0.03522999999999987
14.943143606185913,2.03484,-0.03483999999999998
14.960318088531494,2.0347899999999997,-0.034789999999999655
15.06031060218811,2.0347299999999997,-0.034729999999999706
15.341150999069214,2.0347199999999996,-0.03471999999999964
15.540846109390259,2.03481,-0.034809999999999786
15.58714246749878,2.0347199999999996,-0.03471999999999964
15.760546207427979,2.0345799999999996,-0.03457999999999961
15.960911750793457,2.03421,-0.03420999999999985
15.98052716255188,2.0337199999999998,-0.03371999999999975
16.081244230270386,2.03341,-0.03340999999999994
16.361236095428467,2.03278,-0.03277999999999981
16.56431484222412,2.0322099999999996,-0.03220999999999963
16.58040952682495,2.0320099999999996,-0.03200999999999965
16.78120446205139,2.03111,-0.03110999999999997
16.98149299621582,2.0311,-0.031099999999999905
16.999878406524658,2.0312099999999997,-0.031209999999999738
17.18063521385193,2.03102,-0.031019999999999825
17.200321674346924,2.0309199999999996,-0.030919999999999614
17.401546239852905,2.0311399999999997,-0.031139999999999723
17.600934743881226,2.03021,-0.030209999999999848
17.801228046417236,2.0302,-0.030199999999999783
17.998910188674927,2.0304699999999998,-0.030469999999999775
18.0003080368042,2.03021,-0.030209999999999848
18.02070164680481,2.0302,-0.030199999999999783
18.20421075820923,2.0300599999999998,-0.030059999999999754
18.220595121383667,2.0299799999999997,-0.029979999999999674
18.42077374458313,2.02983,-0.029830000000000023
18.440610885620117,2.02993,-0.02992999999999979
18.62020969390869,2.0301,-0.030100000000000016
18.816939115524292,2.03041,-0.030409999999999826
18.820703268051147,2.0307,-0.03069999999999995
18.84002137184143,2.03091,-0.030909999999999993
19.080999612808228,2.03089,-0.030889999999999862
19.241947174072266,2.0308499999999996,-0.0308499999999996
19.43259859085083,2.03075,-0.030749999999999833
19.440754652023315,2.03063,-0.030629999999999935
19.6365647315979,2.0307199999999996,-0.030719999999999636
19.640541553497314,2.0305999999999997,-0.03059999999999974
19.841856002807617,2.0307899999999997,-0.03078999999999965
20.05203604698181,2.03044,-0.030440000000000023
20.061908960342407,2.0302499999999997,-0.030249999999999666
20.262492418289185,2.03037,-0.030370000000000008
20.461458921432495,2.03001,-0.03000999999999987
20.661093950271606,2.02981,-0.029809999999999892
20.866272449493408,2.02942,-0.02942
20.881789684295654,2.0290999999999997,-0.02909999999999968
21.08179545402527,2.02934,-0.02933999999999992
21.282091856002808,2.02959,-0.029589999999999783
21.4800808429718,2.0294299999999996,-0.029429999999999623
21.501073837280273,2.02894,-0.028939999999999966
21.702060222625732,2.02874,-0.028739999999999988
21.71392297744751,2.0288199999999996,-0.028819999999999624
21.90150785446167,2.0290399999999997,-0.029039999999999733
22.1214861869812,2.0284999999999997,-0.028499999999999748
