time_elapsed_sec,distance_traveled
0.014983415603637695,2.999999999999999e-05,1.99997
0.24138951301574707,0.0,2.0
0.25581955909729004,0.01363,1.98637
0.455615758895874,0.16326,1.83674
0.6557931900024414,0.38489,1.61511
0.875018835067749,0.5187999999999999,1.4812
1.0155365467071533,0.59044,1.40956
1.2761218547821045,0.8327199999999999,1.16728
1.475273609161377,0.9725699999999999,1.02743
1.675201654434204,1.00748,0.9925200000000001
1.8959884643554688,1.1457199999999998,0.8542800000000002
2.0569915771484375,1.2407299999999999,0.7592700000000001
2.0954668521881104,1.3281,0.6718999999999999
2.297193765640259,1.36669,0.63331
2.4950976371765137,1.2872,0.7128000000000001
2.8575987815856934,1.2641499999999999,0.7358500000000001
2.874962568283081,1.38238,0.6176200000000001
2.8951363563537598,1.47598,0.5240199999999999
2.9953413009643555,1.57,0.42999999999999994
3.1154520511627197,1.61546,0.3845400000000001
3.215015411376953,1.61808,0.38192000000000004
3.3354666233062744,1.61921,0.38078999999999996
3.4561634063720703,1.62346,0.3765400000000001
3.595940351486206,1.6643,0.3357000000000001
3.6165013313293457,1.72045,0.27954999999999997
3.7169880867004395,1.76322,0.23678
3.837664842605591,1.76843,0.23157000000000005
3.955803632736206,1.7508599999999999,0.24914000000000014
4.076003074645996,1.73313,0.26686999999999994
4.215986251831055,1.75651,0.24348999999999998
4.236570596694946,1.8107,0.18930000000000002
4.336339950561523,1.86621,0.13379000000000008
4.556242942810059,1.86773,0.1322700000000001
4.956277370452881,1.8263,0.17369999999999997
5.058758735656738,1.82979,0.17020999999999997
5.177550315856934,1.83914,0.16086
5.377764701843262,1.88044,0.11956000000000011
5.577657699584961,1.88516,0.11484000000000005
5.977816581726074,1.91262,0.08738000000000001
6.057678937911987,1.92407,0.07593000000000005
6.197952032089233,1.92308,0.0769200000000001
6.398046493530273,1.9179899999999999,0.08201000000000014
6.79781174659729,1.96249,0.03750999999999993
7.01709508895874,1.96909,0.030909999999999993
7.027843236923218,1.97702,0.02298
7.204369068145752,1.97084,0.029160000000000075
7.217364311218262,1.95712,0.04288000000000003
7.41698956489563,1.9440199999999999,0.05598000000000014
7.61780571937561,1.92185,0.07814999999999994
7.837275743484497,1.9513099999999999,0.04869000000000012
7.845375299453735,1.96841,0.03159000000000001
8.03807258605957,1.98524,0.014760000000000106
