time_elapsed_sec,distance_traveled
0.013907194137573242,0.0,2.0
0.1960299015045166,3.0000000000000004e-05,1.99997
0.21351170539855957,0.0111,1.9889
0.3938028812408447,0.06526,1.93474
0.787555456161499,0.15408000000000002,1.84592
0.795245885848999,0.25349,1.74651
0.7967054843902588,0.34137,1.65863
0.7978415489196777,0.41106,1.58894
0.8143072128295898,0.47839,1.52161
1.0137829780578613,0.5564600000000001,1.44354
1.2142257690429688,0.67289,1.32711
1.4133687019348145,0.7176100000000001,1.28239
1.6108100414276123,0.80444,1.19556
1.6180140972137451,0.9043,1.0957
1.6335411071777344,0.9932300000000001,1.00677
1.834167718887329,1.12371,0.87629
2.014185905456543,1.1597300000000001,0.8402699999999999
2.033043622970581,1.15978,0.84022
2.2342734336853027,1.2142300000000001,0.7857699999999999
2.4340615272521973,1.3938300000000001,0.6061699999999999
2.8139700889587402,1.4672,0.5327999999999999
2.9199512004852295,1.45323,0.54677
3.0296554565429688,1.4228800000000001,0.5771199999999999
3.0531511306762695,1.42879,0.57121
3.1740758419036865,1.47674,0.5232600000000001
3.2741830348968506,1.53955,0.46045
3.3940815925598145,1.57749,0.42250999999999994
3.514103412628174,1.57734,0.42266000000000004
3.633798837661743,1.5661800000000001,0.4338199999999999
3.654920816421509,1.57675,0.4232499999999999
3.773829936981201,1.62552,0.3744799999999999
3.8935608863830566,1.68077,0.3192299999999999
4.013569593429565,1.68676,0.31323999999999996
4.133385181427002,1.66648,0.33352000000000004
4.153812646865845,1.64499,0.35501000000000005
4.27405047416687,1.6575900000000001,0.3424099999999999
4.49441933631897,1.79474,0.20526
4.694599151611328,1.84566,0.15433999999999992
4.894378662109375,1.813,0.18700000000000006
5.037259340286255,1.76139,0.23861
5.054299354553223,1.7404600000000001,0.2595399999999999
5.2966344356536865,1.74593,0.25407
5.3149964809417725,1.77391,0.2260899999999999
5.7136757373809814,2.06987,-0.06986999999999988
5.914347171783447,1.93985,0.060149999999999926
6.05337119102478,1.9128800000000001,0.08711999999999986
6.135142087936401,1.93261,0.06739000000000006
6.333139419555664,2.02861,-0.028610000000000024
6.534048318862915,2.0073399999999997,-0.00733999999999968
