time_elapsed_sec,distance_traveled
0.009046077728271484,9.999999999999999e-06,1.99999
0.1637263298034668,9.999999999999999e-06,1.99999
0.16872596740722656,4e-05,1.99996
0.24907827377319336,0.01065,1.98935
0.850970983505249,0.20652,1.79348
1.0193359851837158,0.5236000000000001,1.4764
1.0285696983337402,0.6092500000000001,1.39075
1.0492157936096191,0.69489,1.30511
1.2694141864776611,0.8306800000000001,1.16932
1.4687995910644531,0.84713,1.15287
1.688927173614502,0.8906000000000001,1.1094
1.8887228965759277,1.1718300000000001,0.8281699999999999
2.0289621353149414,1.24633,0.7536700000000001
2.2889187335968018,1.37653,0.62347
2.4290060997009277,1.40165,0.5983499999999999
2.5092179775238037,1.44133,0.55867
2.5693325996398926,1.47681,0.52319
2.709278106689453,1.51105,0.48895
2.908918857574463,1.54267,0.45733
3.0700526237487793,1.5680800000000001,0.43191999999999986
3.0901966094970703,1.62135,0.37864999999999993
3.190037727355957,1.67067,0.3293299999999999
3.310514450073242,1.67972,0.3202799999999999
3.4101414680480957,1.65699,0.34301000000000004
3.53013014793396,1.6465400000000001,0.3534599999999999
3.6505751609802246,1.68897,0.3110299999999999
3.77052640914917,1.75174,0.24825999999999993
3.879582643508911,1.80576,0.19423999999999997
3.9095864295959473,1.81661,0.18338999999999994
4.010267734527588,1.81321,0.18679
4.13033390045166,1.80616,0.19384
4.250467777252197,1.8063,0.19369999999999998
4.371195316314697,1.83586,0.16413999999999995
4.410085201263428,1.87586,0.12413999999999992
4.550713062286377,1.89602,0.10397999999999996
4.750749826431274,1.7968300000000001,0.20316999999999985
4.971047878265381,1.81371,0.18629000000000007
5.154875040054321,1.87669,0.12331000000000003
5.171834230422974,1.94758,0.05241999999999991
5.373447418212891,1.9739200000000001,0.02607999999999988
5.3744425773620605,1.96392,0.03607999999999989
5.5717198848724365,1.84514,0.15486
5.972263336181641,1.79813,0.20187
5.974264144897461,1.92283,0.07716999999999996
6.178978681564331,2.0017899999999997,-0.0017899999999997362
