time_elapsed_sec,distance_traveled
0.1653742790222168,0.0,2.0
0.17896509170532227,1e-05,1.99999
0.379011869430542,9.999999999999999e-06,1.99999
0.5802199840545654,0.13635,1.86365
0.799705982208252,0.33113000000000004,1.66887
0.9993953704833984,0.47304,1.5269599999999999
1.1995892524719238,0.63869,1.36131
1.3993005752563477,0.80122,1.19878
1.61946702003479,0.87722,1.1227800000000001
1.8196556568145752,1.03826,0.96174
1.8235993385314941,1.15716,0.84284
2.0195226669311523,1.3115899999999998,0.6884100000000002
2.220623016357422,1.3568699999999998,0.6431300000000002
2.4200634956359863,1.36419,0.63581
2.640530586242676,1.55111,0.44889
2.839984178543091,1.6659499999999998,0.3340500000000002
3.0197060108184814,1.68671,0.31329000000000007
3.3883872032165527,1.6762299999999999,0.3237700000000001
3.403538227081299,1.71909,0.28091
3.4913978576660156,1.7651899999999998,0.23481000000000019
3.522104501724243,1.7911,0.20890000000000009
3.620060920715332,1.80894,0.19106
3.739553451538086,1.82806,0.17193999999999998
3.8594889640808105,1.8265799999999999,0.17342000000000013
3.9795169830322266,1.82141,0.17859000000000003
4.095817804336548,1.83287,0.16713
4.121633052825928,1.86175,0.13824999999999998
4.2394843101501465,1.89055,0.10945000000000005
4.359939813613892,1.89468,0.10532000000000008
4.59968376159668,1.83636,0.16364
4.698054790496826,1.87069,0.12931000000000004
4.719650506973267,1.8992399999999998,0.10076000000000018
4.899653196334839,1.9201499999999998,0.0798500000000002
4.940678596496582,1.9193099999999998,0.08069000000000015
5.039778232574463,1.8746699999999998,0.12533000000000016
5.299882888793945,1.8568,0.1432
5.3395256996154785,1.90628,0.09372000000000003
5.500302314758301,1.96092,0.039080000000000004
5.900027751922607,1.8940299999999999,0.10597000000000012
6.060706615447998,1.8847099999999999,0.11529000000000011
6.319547653198242,1.9255799999999998,0.07442000000000015
6.521324157714844,1.95363,0.04637000000000002
6.740094184875488,1.9503199999999998,0.04968000000000017
6.779486179351807,1.9499099999999998,0.05009000000000019
6.939774751663208,1.94973,0.05027000000000004
7.0607709884643555,1.95377,0.04622999999999999
7.129054546356201,1.96638,0.03361999999999998
7.339716196060181,1.9718099999999998,0.02819000000000016
7.540582656860352,1.95231,0.04769000000000001
7.760073661804199,1.9555799999999999,0.044420000000000126
7.948060512542725,1.96731,0.03269000000000011
7.9601171016693115,1.98324,0.016760000000000108
