time_elapsed_sec,distance_traveled
0.1270279884338379,5e-05,1.99995
0.13560724258422852,3e-05,1.99997
0.33659958839416504,0.00401,1.99599
0.5548784732818604,0.0436,1.9564
0.5561325550079346,0.12269,1.87731
0.9423110485076904,0.22019,1.77981
0.9543125629425049,0.31143,1.68857
1.1555256843566895,0.34162,1.65838
1.3747587203979492,0.09781,1.90219
1.4170868396759033,0.03571,1.96429
1.5749261379241943,0.02036,1.97964
1.9742705821990967,0.03723,1.96277
2.1950438022613525,0.43334,1.56666
2.214407444000244,0.50032,1.4996800000000001
2.3944146633148193,0.57803,1.42197
2.584062337875366,0.65191,1.34809
2.5947346687316895,0.68158,1.3184200000000001
2.789774179458618,0.68985,1.3101500000000001
2.793773651123047,0.73637,1.26363
2.8140013217926025,0.81391,1.18609
2.9954097270965576,0.86361,1.13639
3.2160022258758545,0.86538,1.13462
3.234041929244995,0.77499,1.2250100000000002
3.4149680137634277,0.76555,1.23445
3.6120500564575195,0.80661,1.19339
3.6135599613189697,0.89994,1.10006
3.815676212310791,0.99504,1.00496
3.834414482116699,1.13065,0.8693500000000001
3.97483229637146,1.13786,0.8621399999999999
4.034217596054077,1.13779,0.8622099999999999
4.234692573547363,1.16115,0.8388500000000001
4.434914827346802,1.23067,0.7693300000000001
4.45446515083313,1.32154,0.6784600000000001
4.6344733238220215,1.40976,0.5902400000000001
4.6613287925720215,1.4593,0.5407
4.8549840450286865,1.45934,0.5406599999999999
5.014295339584351,1.43249,0.56751
5.25455904006958,1.37407,0.6259300000000001
5.455398797988892,1.5285,0.47150000000000003
5.674864768981934,1.7047,0.2952999999999999
5.874847650527954,1.72516,0.27484
6.034968614578247,1.68394,0.31606
6.274899005889893,1.62161,0.37839
6.4945738315582275,1.68002,0.31997999999999993
6.695308208465576,1.90293,0.09706999999999999
6.894900560379028,1.89761,0.10238999999999998
7.090661525726318,1.83962,0.16037999999999997
7.0939788818359375,1.77076,0.2292400000000001
7.315011024475098,1.77297,0.22703000000000007
7.714276313781738,1.83647,0.16352999999999995
7.91492486000061,1.98702,0.012979999999999992
