time_elapsed_sec,distance_traveled
0.010724306106567383,6e-05,1.99994
0.4391360282897949,7.000000000000001e-05,1.99993
0.4512505531311035,0.06458,1.93542
0.6512584686279297,0.34771,1.65229
0.8514211177825928,0.41968,1.58032
1.0537400245666504,0.65577,1.34423
1.271226167678833,0.81491,1.18509
1.6716556549072266,1.13335,0.8666499999999999
1.8921475410461426,1.32698,0.67302
2.078449010848999,1.45662,0.54338
2.2907440662384033,1.5410300000000001,0.4589699999999999
2.4915213584899902,1.60976,0.3902399999999999
2.840498924255371,1.6913200000000002,0.30867999999999984
2.8508071899414062,1.7188800000000002,0.2811199999999998
2.9514472484588623,1.77505,0.22494999999999998
3.0503361225128174,1.7958500000000002,0.20414999999999983
3.171049118041992,1.79735,0.20265
3.291578531265259,1.8085900000000001,0.19140999999999986
3.4108424186706543,1.8353700000000002,0.16462999999999983
3.5307748317718506,1.8635400000000002,0.1364599999999998
3.645643949508667,1.8765,0.12349999999999994
3.670738697052002,1.87766,0.1223399999999999
3.7707018852233887,1.881,0.119
3.8911986351013184,1.89466,0.10533999999999999
3.9913125038146973,1.9113,0.0887
4.130690097808838,1.9204700000000001,0.07952999999999988
4.192753076553345,1.92239,0.07760999999999996
4.3307271003723145,1.9243700000000001,0.07562999999999986
4.550994634628296,1.9487,0.0512999999999999
4.740336179733276,1.95361,0.04638999999999993
4.750799179077148,1.95743,0.04257
4.831472873687744,1.9611800000000001,0.038819999999999855
4.970893383026123,1.96286,0.03713999999999995
4.9905781745910645,1.96239,0.03760999999999992
5.371679306030273,1.9789700000000001,0.021029999999999882
5.559677362442017,1.98093,0.01906999999999992
