Time (s),X (m),Y (m),Error (m),Speed,P,I,D
0.10872387886047363,-0.1581,0.066,0.5996375086207921,0.29981875431039606,0.29981875431039606,0.0,-0.0
0.2034006118774414,-0.15817,0.06617,0.59945373998865,0.299726869994325,0.299726869994325,0.0,-0.0
0.2892923355102539,-0.15903,0.07493,0.590677232170648,0.295338616085324,0.295338616085324,0.0,-0.0
0.4053013324737549,-0.16423,0.11141,0.5538308977778428,0.2769154488889214,0.2769154488889214,0.0,-0.0
0.503584623336792,-0.17023,0.15471,0.5101171874049326,0.2550585937024663,0.2550585937024663,0.0,-0.0
0.6117210388183594,-0.1747,0.19319,0.4713846319447011,0.23569231597235055,0.23569231597235055,0.0,-0.0
0.7024111747741699,-0.17633,0.21059,0.45391909501923255,0.22695954750961628,0.22695954750961628,0.0,-0.0
0.8087544441223145,-0.17805,0.22675,0.43767077773857227,0.21883538886928613,0.21883538886928613,0.0,-0.0
0.8982999324798584,-0.18129,0.25661,0.40763877937588355,0.20381938968794178,0.20381938968794178,0.0,-0.0
1.0010731220245361,-0.18388,0.27827,0.3858245464578165,0.19291227322890825,0.19291227322890825,0.0,-0.0
1.1182973384857178,-0.1872,0.30186,0.36200571729556186,0.18100285864778093,0.18100285864778093,0.0,-0.0
1.2303717136383057,-0.18861,0.31563,0.34816664795940944,0.17408332397970472,0.17408332397970472,0.0,-0.0
1.3252320289611816,-0.19017,0.33154,0.33218479262745365,0.16609239631372683,0.16609239631372683,0.0,-0.0
1.4398293495178223,-0.19282,0.35481,0.30876494630625245,0.15438247315312623,0.15438247315312623,0.0,-0.0
1.5590698719024658,-0.19491,0.37618,0.28729806252598944,0.14364903126299472,0.14364903126299472,0.0,-0.0
1.6712987422943115,-0.19577,0.38873,0.2747337767305065,0.13736688836525324,0.13736688836525324,0.0,-0.0
1.7667782306671143,-0.19713,0.39997,0.2634118801858865,0.13170594009294326,0.13170594009294326,0.0,-0.0
1.8912408351898193,-0.19838,0.41393,0.2494010660312841,0.12470053301564205,0.12470053301564205,0.0,-0.0
1.981715440750122,-0.20054,0.43161,0.23158991368313486,0.11579495684156743,0.11579495684156743,0.0,-0.0
2.0907044410705566,-0.20163,0.4433,0.21985218756383718,0.10992609378191859,0.10992609378191859,0.0,-0.0
2.2121729850769043,-0.20279,0.45504,0.20805660804141624,0.10402830402070812,0.10402830402070812,0.0,-0.0
2.3109920024871826,-0.2035,0.46549,0.19759369425914802,0.09879684712957401,0.09879684712957401,0.0,-0.0
2.4110629558563232,-0.20484,0.47612,0.18688031443660302,0.09344015721830151,0.09344015721830151,0.0,-0.0
2.511153221130371,-0.20549,0.486,0.17699011772772966,0.08849505886386483,0.08849505886386483,0.0,-0.0
2.629664659500122,-0.20602,0.49486,0.16812642938007882,0.08406321469003941,0.08406321469003941,0.0,-0.0
2.7245426177978516,-0.20676,0.50379,0.1591694764424768,0.0795847382212384,0.0795847382212384,0.0,-0.0
2.8298704624176025,-0.20735,0.5122,0.1507457280114078,0.0753728640057039,0.0753728640057039,0.0,-0.0
2.92475962638855,-0.20853,0.52017,0.14269420908980385,0.07134710454490192,0.07134710454490192,0.0,-0.0
3.042550563812256,-0.20951,0.52779,0.13501255070701101,0.06750627535350551,0.06750627535350551,0.0,-0.0
3.148209571838379,-0.20966,0.53676,0.126080479195043,0.0630402395975215,0.0630402395975215,0.0,-0.0
3.2505712509155273,-0.21026,0.54299,0.11982220115877912,0.05991110057938956,0.05991110057938956,0.0,-0.0
3.3675427436828613,-0.2112,0.54946,0.1132882510150387,0.05664412550751935,0.05664412550751935,0.0,-0.0
3.4702823162078857,-0.2122,0.55571,0.10696626474449028,0.05348313237224514,0.05348313237224514,0.0,-0.0
3.5653300285339355,-0.21224,0.56181,0.10089850360873487,0.050449251804367434,0.050449251804367434,0.0,-0.0
3.6576220989227295,-0.21274,0.56638,0.09630123267968982,0.04815061633984491,0.04815061633984491,0.0,-0.0
3.784902811050415,-0.21346,0.5718,0.09083505914094991,0.04541752957047496,0.04541752957047496,0.0,-0.0
3.880034923553467,-0.21419,0.57722,0.08536776228067489,0.04268388114033744,0.04268388114033744,0.0,-0.0
4.012983083724976,-0.21474,0.58295,0.0796119692959878,0.0398059846479939,0.0398059846479939,0.0,-0.0
4.109042644500732,-0.21499,0.58605,0.07650319389704008,0.03825159694852004,0.03825159694852004,0.0,-0.0
4.211081504821777,-0.21474,0.58926,0.07333920575003883,0.036669602875019414,0.036669602875019414,0.0,-0.0
4.311681747436523,-0.21461,0.59395,0.06869019019031841,0.034345095095159206,0.034345095095159206,0.0,-0.0
4.41276478767395,-0.21545,0.59876,0.06381794313871336,0.03190897156935668,0.03190897156935668,0.0,-0.0
4.529818534851074,-0.21599,0.6022,0.06033984536562276,0.03016992268281138,0.03016992268281138,0.0,-0.0
4.62665867805481,-0.21608,0.60426,0.05828209832053732,0.02914104916026866,0.02914104916026866,0.0,-0.0
4.7228333950042725,-0.21612,0.60658,0.05597116160997495,0.027985580804987475,0.027985580804987475,0.0,-0.0
4.84525728225708,-0.21629,0.60956,0.05299004789674988,0.02649502394837494,0.02649502394837494,0.0,-0.0
4.952171802520752,-0.21642,0.61411,0.04845201976618563,0.024226009883092814,0.024226009883092814,0.0,-0.0
