timestamp,distance,error
0.15137839317321777,0.0,2.0
0.2918391227722168,0.00337,1.99663
0.47112131118774414,0.0823,1.9177
0.5097465515136719,0.17712,1.82288
0.6094305515289307,0.26449,1.73551
0.7317328453063965,0.36445,1.63555
0.8502027988433838,0.4834,1.5166
0.9405269622802734,0.61574,1.38426
1.1706464290618896,0.74932,1.25068
1.209172248840332,1.02629,0.9737100000000001
1.3099875450134277,1.16899,0.83101
1.4538347721099854,1.31342,0.68658
1.5706415176391602,1.46284,0.5371600000000001
1.6923491954803467,1.59957,0.40043000000000006
1.7286698818206787,1.70309,0.29691
1.8524823188781738,1.79678,0.20321999999999996
1.991682767868042,1.87389,0.12610999999999994
2.029926300048828,1.92522,0.07478000000000007
2.149883985519409,1.964,0.03600000000000003
2.2919676303863525,1.9893,0.010699999999999932
2.3965160846710205,2.0156,-0.015600000000000058
3.4203832149505615,2.1065,-0.10650000000000004
5.392132997512817,1.9598,0.040200000000000014
6.484363079071045,1.97649,0.02350999999999992
7.123737096786499,1.97592,0.0240800000000001
7.795387268066406,1.97852,0.021479999999999944
8.486592531204224,1.97588,0.02411999999999992
9.114539384841919,1.97731,0.0226900000000001
9.735310077667236,1.97895,0.021050000000000013
10.377905368804932,1.98755,0.012450000000000072
