timestamp,distance,error
0.010456562042236328,0.0,2.0
0.028769254684448242,1e-05,1.99999
0.22942090034484863,0.01583,1.98417
0.8363430500030518,0.05912,1.94088
0.8485496044158936,0.48093,1.51907
1.009035348892212,0.61197,1.38803
1.028019905090332,0.74566,1.25434
1.248960256576538,0.88116,1.11884
1.651562213897705,1.16465,0.83535
1.6528186798095703,1.45998,0.54002
1.6693127155303955,1.59784,0.4021600000000001
1.869626522064209,1.70142,0.29858000000000007
2.0088207721710205,1.8708,0.12919999999999998
2.0692474842071533,1.94242,0.057579999999999965
2.2705016136169434,2.00046,-0.00045999999999990493
2.681112766265869,2.02293,-0.022930000000000117
3.6900243759155273,2.09226,-0.09226000000000001
