timestamp,distance,error
0.17626166343688965,0.00235,1.99765
0.3785691261291504,0.07746,1.92254
0.5769057273864746,0.21045,1.78955
0.9512042999267578,0.53493,1.4650699999999999
1.1956119537353516,0.66932,1.33068
1.1966195106506348,0.93739,1.06261
1.601181983947754,1.36872,0.6312800000000001
1.6171987056732178,1.58402,0.41598
1.9593982696533203,1.86341,0.13659
2.216439723968506,1.91528,0.0847199999999999
2.2176873683929443,1.95553,0.04447000000000001
2.219130754470825,1.98498,0.015020000000000033
2.316920280456543,2.00998,-0.0099800000000001
2.420042037963867,2.03047,-0.03047000000000022
3.428001642227173,2.0871,-0.08709999999999996
4.756958484649658,1.98658,0.013419999999999987
5.399502277374268,1.98129,0.018710000000000004
6.090337514877319,1.98222,0.017779999999999907
