timestamp,distance,error
0.18861675262451172,0.0,2.0
0.19561505317687988,0.00067,1.99933
0.39376139640808105,0.02398,1.97602
0.3957948684692383,0.06881000000000001,1.93119
0.8081169128417969,0.19419,1.80581
0.814732551574707,0.38452,1.61548
0.9855012893676758,0.5076400000000001,1.49236
0.9946689605712891,0.6398400000000001,1.36016
1.2161319255828857,0.9087200000000001,1.0912799999999998
1.2359685897827148,1.0505099999999998,0.9494900000000002
1.4387719631195068,1.19325,0.8067500000000001
1.8294060230255127,1.3380299999999998,0.6619700000000002
1.8303866386413574,1.61592,0.38408
1.8314151763916016,1.71626,0.2837400000000001
1.8346290588378906,1.80806,0.19194
1.9964308738708496,1.87948,0.12051999999999996
2.034416675567627,1.92712,0.07288000000000006
2.443049669265747,1.9654399999999999,0.034560000000000146
2.4450137615203857,1.99087,0.009130000000000082
3.471532106399536,2.11345,-0.11344999999999983
4.545313835144043,2.07755,-0.07755000000000001
5.4068098068237305,2.05795,-0.057949999999999946
