timestamp,distance,error
0.09165120124816895,0.0,2.0
0.2309401035308838,0.005209999999999999,1.99479
0.3966646194458008,0.04113,1.9588700000000001
0.41173410415649414,0.08753999999999999,1.91246
0.5543148517608643,0.1469,1.8531
0.5717363357543945,0.22896,1.77104
0.6917083263397217,0.32317,1.67683
0.8320670127868652,0.43163,1.56837
0.9699933528900146,0.55892,1.44108
0.9899382591247559,0.69299,1.30701
1.1184730529785156,0.82633,1.17367
1.2514457702636719,1.0378100000000001,0.9621899999999999
1.38985276222229,1.1794,0.8206
1.4098563194274902,1.3237,0.6762999999999999
1.5108346939086914,1.47351,0.5264899999999999
1.6307215690612793,1.60796,0.39203999999999994
1.7502219676971436,1.70584,0.29416
1.8743324279785156,1.79862,0.2013799999999999
1.910142183303833,1.8726800000000001,0.12731999999999988
2.0114612579345703,1.92133,0.07867000000000002
2.1310434341430664,1.96168,0.03831999999999991
2.2498059272766113,1.99092,0.009079999999999977
2.3538358211517334,2.01148,-0.011480000000000157
3.389547348022461,2.1178500000000002,-0.11785000000000023
4.803052663803101,2.0584000000000002,-0.05840000000000023
5.588207244873047,2.03186,-0.03186
6.2757728099823,2.01403,-0.014029999999999987
6.935651779174805,2.01135,-0.011350000000000193
7.57471776008606,2.01043,-0.01042999999999994
8.185638427734375,2.01044,-0.010440000000000005
8.871525287628174,2.01049,-0.010489999999999888
9.479129076004028,2.01045,-0.01045000000000007
10.041873455047607,2.01045,-0.01045000000000007
10.73781418800354,2.01044,-0.010440000000000005
11.303754568099976,2.0104800000000003,-0.010480000000000267
11.95299243927002,2.0106,-0.010600000000000165
12.520287275314331,2.01059,-0.0105900000000001
13.195884466171265,2.0106,-0.010600000000000165
13.760903120040894,2.0106100000000002,-0.01061000000000023
14.422759294509888,2.0106,-0.010600000000000165
15.035364151000977,2.0106100000000002,-0.01061000000000023
15.60179352760315,2.0106100000000002,-0.01061000000000023
16.265270948410034,2.01057,-0.010569999999999968
16.87540888786316,2.0106100000000002,-0.01061000000000023
