timestamp,distance,error
0.014678001403808594,0.0,2.0
0.03290414810180664,1e-05,1.99999
0.25520968437194824,0.03197,1.96803
0.45479655265808105,0.07706,1.92294
0.45479655265808105,0.13103,1.86897
0.8586037158966064,0.40594,1.59406
0.8756022453308105,0.53167,1.46833
1.0620429515838623,0.66531,1.3346900000000002
1.0744545459747314,0.79881,1.20119
1.273193120956421,1.08085,0.9191499999999999
1.6717960834503174,1.37125,0.6287499999999999
1.6728613376617432,1.51962,0.48038000000000003
1.6736652851104736,1.64172,0.35827999999999993
1.8951530456542969,1.82454,0.17545999999999995
2.0343940258026123,1.88897,0.11102999999999996
2.2959182262420654,1.95447,0.04553000000000007
2.299905300140381,2.00799,-0.007989999999999942
3.715229034423828,2.10847,-0.10847000000000007
5.323641061782837,2.05746,-0.057459999999999845
6.299006223678589,2.04504,-0.04504000000000019
7.114455938339233,2.02726,-0.027260000000000062
7.833950042724609,2.02775,-0.027750000000000163
8.3833749294281,2.02776,-0.027759999999999785
9.264265775680542,2.02757,-0.027569999999999872
9.978889226913452,2.02758,-0.027579999999999938
10.54293704032898,2.02757,-0.027569999999999872
11.204200983047485,2.02757,-0.027569999999999872
11.817704916000366,2.02757,-0.027569999999999872
12.63843560218811,2.02757,-0.027569999999999872
13.20007038116455,2.02757,-0.027569999999999872
13.767696857452393,2.02745,-0.027449999999999974
14.319526433944702,2.02745,-0.027449999999999974
14.88969612121582,2.02757,-0.027569999999999872
15.509291648864746,2.02744,-0.02743999999999991
16.077281951904297,2.02791,-0.02790999999999988
16.645751953125,2.02724,-0.02723999999999993
17.34148359298706,2.02763,-0.02762999999999982
17.967021703720093,2.02751,-0.027509999999999923
