timestamp,distance,error
0.015224695205688477,2.9999999999999984e-05,1.99997
0.11527442932128906,1.9999999999999998e-05,1.99998
0.21496200561523438,0.00748,1.99252
0.6676247119903564,0.15287,1.84713
0.6739892959594727,0.28088,1.71912
1.025085210800171,0.38148,1.61852
1.4880321025848389,1.1866,0.8133999999999999
1.4946458339691162,1.33127,0.66873
1.8936803340911865,1.47917,0.5208299999999999
1.8949038982391357,1.80017,0.19982999999999995
2.034416675567627,1.87198,0.12802000000000002
2.0353915691375732,1.92088,0.07912000000000008
2.5116207599639893,2.0074799999999997,-0.007479999999999709
2.515885829925537,2.0283499999999997,-0.028349999999999653
3.520723342895508,2.1089599999999997,-0.10895999999999972
5.56900429725647,1.97718,0.022820000000000062
6.499311923980713,1.95634,0.04366000000000003
7.7425377368927,2.01186,-0.011859999999999982
8.34799838066101,2.01157,-0.011569999999999858
9.381205320358276,2.01157,-0.011569999999999858
9.976644277572632,2.01156,-0.011559999999999793
10.596042394638062,2.0115,-0.011499999999999844
11.414586305618286,2.0115,-0.011499999999999844
12.046735525131226,2.0115499999999997,-0.011549999999999727
12.616071462631226,2.01156,-0.011559999999999793
13.25704026222229,2.0115499999999997,-0.011549999999999727
13.867884874343872,2.0115499999999997,-0.011549999999999727
14.495964050292969,2.01156,-0.011559999999999793
15.110462427139282,2.01157,-0.011569999999999858
15.722155570983887,2.0115499999999997,-0.011549999999999727
16.647642135620117,2.01157,-0.011569999999999858
17.35742473602295,2.01156,-0.011559999999999793
17.973631620407104,2.0115499999999997,-0.011549999999999727
18.604275941848755,2.0115499999999997,-0.011549999999999727
19.201500177383423,2.01152,-0.011519999999999975
