timestamp,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
10.402655124664307,0.0297,-0.00186,-1.01478,-0.01192,0.01148,0.44627
10.600823402404785,-0.03189,-0.00366,-1.01501,-0.00439,-0.00031,0.53207
10.80131459236145,0.00333,-0.032,-1.01154,0.0071,0.00995,0.52335
11.208091259002686,1e-05,0.01978,-1.01034,0.00589,0.02312,0.53552
11.415774822235107,-0.01633,0.00242,-1.01486,-0.0019,-0.01681,0.51711
11.621503353118896,-0.00859,0.01957,-1.02288,0.0097,0.00627,0.5048
11.856260776519775,0.00771,-0.00043,-1.01576,0.01564,0.00519,0.53842
12.044046640396118,-0.01757,0.00304,-1.03408,-0.00992,0.00455,0.5336
12.241265058517456,0.00734,0.0106,-1.01393,0.00538,0.00545,0.52431
12.441832780838013,-0.02627,-0.00981,-1.02694,-0.00445,-0.01782,0.55126
12.663337707519531,0.00886,0.0137,-1.0164,0.00519,0.00535,0.52362
12.858127355575562,-0.01367,0.00045,-1.01578,0.00979,0.0071,0.53751
13.060844421386719,-0.01105,0.01487,-1.01933,-0.00321,0.00029,0.52637
13.25695538520813,-0.02212,-0.01106,-1.01708,-0.00244,0.00715,0.56666
13.48292851448059,-0.01846,-0.00655,-1.01679,0.00609,0.00779,0.0154
13.6813325881958,-0.01164,0.00878,-1.01759,0.00203,0.00519,0.00888
13.902767658233643,-0.01071,0.01002,-1.01827,0.00201,0.00875,0.00507
14.08083176612854,-0.0095,0.00894,-1.01979,0.00075,0.00625,0.00799
14.281010627746582,-0.01069,0.01002,-1.01817,0.00155,0.00478,0.00706
14.501549243927002,0.2307,0.01254,-1.00915,0.04863,0.0444,0.00226
14.701474666595459,-0.12307,-0.01304,-1.0362,-0.03454,0.02048,0.03929
14.885520935058594,-0.09222,0.01579,-0.99082,-0.04984,0.04253,-0.01314
15.100226640701294,0.06548,0.01291,-1.03329,-0.06406,-0.01414,0.0026
15.312885761260986,0.0759,0.01686,-1.02058,0.02141,0.03305,0.02128
15.51750636100769,-0.03743,0.01269,-1.00027,0.01914,0.05278,-0.00699
15.715377807617188,-0.06915,0.03082,-1.00836,0.00555,-0.00516,0.00965
15.901100873947144,-0.08923,0.02543,-1.00995,-0.00876,0.01068,-0.00225
16.1227068901062,-0.04804,0.00615,-1.01849,-0.00403,-0.00164,-0.00518
16.340529203414917,-0.01021,0.00974,-1.02194,0.00637,0.0075,0.00077
16.540210008621216,-0.01956,0.00583,-1.01704,0.00447,0.00858,0.01037
16.74155068397522,-0.01612,0.00912,-1.01817,0.00083,0.00826,0.01162
16.920695304870605,-0.0037,0.009,-1.01668,0.00246,0.00675,0.0105
17.160738229751587,0.00172,0.01132,-1.01981,0.00188,0.00928,0.00904
17.36038327217102,0.03208,0.07261,-1.01291,0.01468,0.01452,0.4217
17.55689287185669,0.00417,-0.01675,-1.01774,-0.00241,0.00327,0.44818
17.760324478149414,0.00937,0.01999,-1.01708,0.00278,0.00458,0.51556
17.922147750854492,0.00588,0.01822,-1.02551,0.00366,0.00272,0.5083
18.171911239624023,-0.00183,0.01888,-1.01207,-0.00551,0.00931,0.53032
18.578601121902466,0.01789,0.01933,-1.02384,-0.0112,-0.01381,0.50817
18.786134719848633,0.0182,0.02675,-1.01907,-0.00225,-0.00377,0.52792
18.941446781158447,0.00653,-0.00071,-1.03534,-0.01063,0.00127,0.49894
19.194856882095337,0.00771,0.01831,-1.01557,0.00306,0.01036,0.54893
19.399214029312134,-0.0175,-0.0197,-1.01395,-0.00844,-0.00906,0.56394
19.604959726333618,0.01076,0.00022,-1.02598,0.01802,-0.00735,0.54022
19.810643434524536,0.00124,0.02317,-1.01669,0.00851,-0.00381,0.49299
20.02359652519226,0.01062,-0.00863,-1.02425,-0.0058,-0.00507,0.51696
20.22019386291504,-0.01504,0.01066,-1.01389,-0.00609,0.01374,0.51884
20.4247624874115,0.01323,0.05633,-1.01537,0.00304,0.00326,0.24178
20.640446662902832,-0.00217,-0.00347,-1.01752,0.00237,0.00493,0.01516
20.841566562652588,-0.00701,0.00375,-1.01774,-0.00158,0.0068,0.00784
21.036867141723633,-0.00301,0.00309,-1.0168,0.00043,0.00566,0.0087
21.26163339614868,-0.00418,0.00218,-1.01789,-0.00013,0.00592,0.0106
21.439257621765137,-0.00527,0.00115,-1.01645,0.0014,0.00781,0.00803
21.652265548706055,0.20465,0.00664,-1.02491,0.01183,0.01392,0.02254
21.857184648513794,-0.13551,0.03952,-1.01729,0.01441,-0.02522,-0.05438
21.981412172317505,0.04623,-0.0404,-0.99119,-0.03336,-0.01538,0.04768
22.2665536403656,0.109,0.00206,-1.04301,-0.03978,0.00254,0.0103
22.472505569458008,0.00888,0.01369,-1.02128,-0.00822,0.02587,-0.00362
22.677090406417847,-0.08496,-0.0041,-1.01646,-0.02545,0.02904,0.02169
22.882787704467773,0.02359,0.00471,-1.01414,-0.00069,-0.01077,0.03526
23.08716058731079,-0.07346,0.00417,-0.99551,0.02105,0.0229,-0.00566
23.499661922454834,-0.10793,-0.014,-1.01854,0.01005,-0.00764,0.03543
23.50065588951111,-0.02637,0.00584,-1.02291,0.01416,0.00337,0.00595
23.721391677856445,-0.03201,-0.00382,-1.01849,-0.00551,-0.00469,0.01829
23.921077728271484,-0.01894,-0.00072,-1.01813,0.00199,0.00408,0.01305
24.121575117111206,-0.02104,0.0008,-1.01584,0.00304,0.00916,0.01058
24.321375131607056,-0.03239,0.00266,-1.01804,0.00432,0.01165,0.0075
24.53089427947998,-0.00592,0.00336,-1.01758,0.0014,0.00768,0.00815
24.732975006103516,-0.05481,-0.12271,-1.0228,0.00917,-0.01022,0.57681
24.929656505584717,-0.01449,-0.00464,-1.01698,0.0025,0.00703,0.50316
25.135191440582275,-0.01478,-0.02819,-1.01557,0.00768,0.00787,0.50647
25.33870506286621,0.00291,-0.01502,-1.0126,0.00542,-0.00232,0.57391
25.543626308441162,-0.00042,0.00303,-1.01813,0.00224,-0.00292,0.53326
25.748794555664062,-0.0027,0.0169,-1.02285,-0.02636,0.0139,0.51675
25.953869342803955,-0.01293,-0.00285,-1.01646,0.00425,0.00312,0.55258
26.157891750335693,0.00374,0.00827,-1.01308,0.00229,-0.00065,0.53437
26.363214254379272,-0.01744,-0.00458,-1.01354,0.00809,0.00221,0.53534
26.569066524505615,-0.00625,-0.0123,-1.01596,-0.00334,0.00813,0.54161
26.97659969329834,-0.01986,0.00802,-1.02135,-0.0051,0.01608,0.54476
26.97802186012268,-0.01775,0.01505,-1.02492,0.00769,-0.00477,0.50528
27.182894706726074,-0.00177,0.0097,-1.01867,-0.00391,-0.00053,0.51876
27.38850688934326,-0.00631,0.00944,-1.01744,0.00197,0.00691,0.52642
27.592631816864014,0.01074,0.00463,-1.01124,-0.00222,-0.00033,0.53289
27.800750017166138,0.00497,0.04094,-1.01362,0.00018,0.01897,0.42781
28.011778354644775,-0.01412,0.00281,-1.01747,0.00155,0.00799,0.01487
28.207733392715454,-0.01823,0.0096,-1.01838,0.00126,0.00608,0.01216
28.42057728767395,-0.00836,0.00911,-1.01664,0.00046,0.00536,0.00681
28.62118124961853,-0.01433,0.00979,-1.01821,0.00022,0.00619,0.0093
