Time (s),X (m),Y (m),Error (m),Speed,P,I,D
0.08964657783508301,-0.0,-5e-05,0.5999416904810515,0.8996523606190507,0.8999125357215773,0.0,-0.00026017510252646634
0.2040703296661377,0.00012,-2e-05,0.59993,0.8998541326770377,0.8998949999999999,0.0,-4.0867322962111705e-05
0.30102038383483887,0.01328,0.00498,0.5858567012334462,0.8207209325993848,0.8787850518501694,0.0,-0.05806411925078458
0.4100480079650879,0.07112,0.0279,0.523642477122421,0.5572124826320829,0.7854637156836315,0.0,-0.22825123305154862
0.5048284530639648,0.15586,0.06212,0.4322557431683576,0.2627060254197291,0.6483836147525364,0.0,-0.38567758933280727
0.5975430011749268,0.23519,0.09425,0.34666691392555926,0.15074298469964909,0.520000370888339,0.0,-0.36925738618868986
0.7074985504150391,0.27524,0.11093,0.30328559421558243,0.297114365529208,0.45492839132337365,0.0,-0.15781402579416562
0.8074007034301758,0.27773,0.11086,0.30100074113804226,0.44235274799884994,0.4515011117070634,0.0,-0.009148363708213501
0.9116110801696777,0.28039,0.11224,0.2980185052027194,0.4355807751575134,0.4470277578040791,0.0,-0.011446982646565672
1.0088927745819092,0.31007,0.12464,0.26585554620793117,0.2665366137456981,0.39878331931189676,0.0,-0.13224670556619866
1.0953302383422852,0.36529,0.14651,0.20646309131162804,0.03484874347407291,0.30969463696744204,0.0,-0.27484589349336913
1.2125682830810547,0.41027,0.16496,0.1578474824226373,0.07090148741542271,0.23677122363395595,0.0,-0.16586973621853324
1.3299047946929932,0.42246,0.16924,0.14494049213317162,0.1734108267922925,0.21741073819975743,0.0,-0.043999911407464926
1.431349277496338,0.41548,0.16539,0.15285063681136696,0.2604659991094504,0.22927595521705044,0.0,0.031190043892399977
1.5168910026550293,0.41512,0.16601,0.1529551859153268,0.22992165890792474,0.2294327788729902,0.0,0.0004888800349345184
1.6182987689971924,0.43945,0.17638,0.1265136538399444,0.08547262260114315,0.1897704807599166,0.0,-0.10429785815877345
1.7222096920013428,0.4773,0.19192,0.08559886654479465,-0.029101166503651077,0.12839829981719197,0.0,-0.15749946632084305
1.8211917877197266,0.49939,0.20015,0.06203302657133303,-0.002183198154567037,0.09304953985699954,0.0,-0.09523273801156658
1.9308347702026367,0.50068,0.20064,0.0606533280903645,0.0859465702065744,0.09097999213554675,0.0,-0.005033421928972348
2.0236427783966064,0.50018,0.20062,0.06112485073070961,0.0937195258965757,0.09168727609606442,0.0,0.0020322498005112873
2.130727767944336,0.50296,0.20161,0.05817611256054789,0.07624959739578313,0.08726416884082183,0.0,-0.011014571445038708
2.227687120437622,0.51444,0.20655,0.04568218772981869,0.016980343200644475,0.06852328159472804,0.0,-0.05154293839408356
2.3301429748535156,0.5325,0.21389,0.02618775666599793,-0.03682697265435618,0.039281634998996895,0.0,-0.07610860765335307
2.417189359664917,0.53252,0.21438,0.025986358263150655,0.03805406115222087,0.03897953739472598,0.0,-0.0009254762425051137
2.5267364978790283,0.53081,0.21378,0.027796699065795294,0.048305320056834744,0.04169504859869294,0.0,0.006610271458141805
2.624422788619995,0.53334,0.21486,0.025046403176743226,0.026307857110697355,0.03756960476511484,0.0,-0.011261747654417485
2.725731134414673,0.54058,0.21816,0.01709761254563391,-0.005738125342280687,0.025646418818450867,0.0,-0.03138454416073155
0.0,0.54568,0.2145,0.5997526136624629,0.8996289204936944,0.8996289204936944,0.0,0
0.1125497817993164,0.54597,0.21385,0.5991139977426666,0.8964013665548852,0.8986709966139999,0.0,-0.002269630059114633
0.20874404907226562,0.55468,0.19251,0.576092258575934,0.7684081959537787,0.8641383878639011,0.0,-0.09573019191012228
0.31007862091064453,0.5838,0.12717,0.5045615292452776,0.47448760273745966,0.7568422938679165,0.0,-0.2823546911304568
0.43251729011535645,0.61745,0.04376,0.4146406730158959,0.3281948102880841,0.6219610095238439,0.0,-0.2937661992357598
0.5248754024505615,0.64609,-0.02443,0.34068042380105584,0.19070118635464034,0.5110206357015837,0.0,-0.3203194493469434
0.6329421997070312,0.65692,-0.04869,0.31411828862272423,0.37285996317399717,0.4711774329340863,0.0,-0.09831746976008915
0.7329573631286621,0.65995,-0.05587,0.306325137269122,0.42831982660622553,0.45948770590368304,0.0,-0.031167879297457537
0.8321969509124756,0.66434,-0.06726,0.29412466199446546,0.3920111527968177,0.44118699299169817,0.0,-0.04917584019488049
0.9327495098114014,0.68065,-0.10943,0.2489284058770918,0.19360103866652045,0.37339260881563774,0.0,-0.17979157014911729
1.0188062191009521,0.70183,-0.16275,0.1915631404978243,0.02070534769020399,0.28734471074673645,0.0,-0.26663936305653246
1.1311264038085938,0.71329,-0.1915,0.1606159469211474,0.13071329828479553,0.24092392038172109,0.0,-0.11021062209692556
1.228534460067749,0.70902,-0.1897,0.1638984476065236,0.2593270521158046,0.24584767140978542,0.0,0.013479380706019185
1.3201332092285156,0.70785,-0.18805,0.16586658709562563,0.2573944935923454,0.24879988064343844,0.0,0.008594612948906975
1.4259507656097412,0.71806,-0.20805,0.14349493266777413,0.13067550786214616,0.2152423990016612,0.0,-0.08456689113951504
1.5318174362182617,0.73305,-0.24631,0.1024071252519787,-0.0016329111872454005,0.15361068787796806,0.0,-0.15524359906521346
1.6350693702697754,0.74255,-0.27079,0.07615176377122357,0.012513864808309988,0.11422764565683535,0.0,-0.10171378084852536
1.7226881980895996,0.74274,-0.26338,0.08293720536089622,0.15538290170265626,0.12440580804134432,0.0,0.03097709366131194
1.8332757949829102,0.73627,-0.24844,0.09921552649867427,0.20770266354788725,0.1488232897480114,0.0,0.058879373799875845
