Time (s),X (m),Y (m),Error (m),Speed,P,I,D
0.008262157440185547,-0.0407,-0.00344,0.59972,0.8977570903692002,0.89958,0.004954981060028076,-0.006777890690828058
0.10371756553649902,-0.04044,-0.00294,0.5991778078083562,0.9597804434706527,0.8987667117125342,0.062149743226629195,-0.0011360114685106124
0.2057652473449707,-0.02964,0.01173,0.5809993131703088,0.9573108936092493,0.8714989697554633,0.12143937626797346,-0.03562745241418743
0.3073306083679199,0.01378,0.06385,0.5132026768845951,0.8098635453285551,0.7698040153268926,0.17356299142370132,-0.13350346142203887
0.41092753410339355,0.0734,0.13723,0.4186558175733227,0.6623898625899783,0.6279837263599841,0.21693444706556883,-0.18252831083557466
0.5100553035736084,0.13272,0.21485,0.32098863589452126,0.53318316757142,0.48148295384178186,0.24875333456707965,-0.19705312083744153
0.6239171028137207,0.17978,0.27512,0.24452401487582875,0.5090700193742423,0.36678602231374313,0.2765952788582575,-0.13431128179775828
0.7187976837158203,0.20545,0.307,0.20359523098226984,0.5150310477567225,0.30539284647340476,0.2959125126427524,-0.0862743113594348
0.8291778564453125,0.22596,0.33052,0.1724208456905318,0.5170901437337354,0.25863126853579765,0.3149443553722384,-0.056485480174300634
0.9255466461181641,0.25469,0.36593,0.12682310432566551,0.4227690399189292,0.19023465648849827,0.3271661444386566,-0.09463176100822568
1.0282678604125977,0.29454,0.41428,0.06417366843351191,0.30803909731883505,0.09626050265026787,0.3337581415858753,-0.12197954691730808
1.1142876148223877,0.32963,0.45698,0.008908806612718978,0.21939426564674686,0.013363209919078467,0.3345244749427857,-0.1284934192151173
0.0,0.3534,0.47996,0.5997938447187191,0.8996907670780787,0.8996907670780787,0.0,0
0.10333061218261719,0.35354,0.48002,0.5996448943819086,0.9611407170350816,0.8994673415728629,0.06196167402866344,-0.0002882985664446923
0.20362234115600586,0.36226,0.47267,0.5884836637770513,0.9814496842597706,0.882725495665577,0.12098171814145825,-0.02225752954726468
0.29336094856262207,0.40798,0.43719,0.5306124132138896,0.8355393809585178,0.7959186198208344,0.1685981371759367,-0.12897737603825343
0.4011552333831787,0.48244,0.38115,0.43742576341867695,0.6989915802129522,0.6561386451280155,0.215750134505739,-0.17289719942080226
0.4970371723175049,0.5621,0.32209,0.338266534046561,0.5487474912753804,0.5073998010698415,0.2481837856667175,-0.20683609546117868
0.6029982566833496,0.62819,0.27128,0.2549049333879141,0.5002073845075778,0.38235740008187113,0.2751937888187043,-0.15734380439299753
0.7224712371826172,0.66848,0.23979,0.20377347489094072,0.5196044093629522,0.30566021233641105,0.29953921321061766,-0.08559501618407658
0.8083195686340332,0.69314,0.21969,0.17197566704683714,0.4981875026311302,0.25796350057025574,0.3143030372768329,-0.07407903521595839
0.9098904132843018,0.72271,0.19493,0.13344229628051368,0.4521454631722421,0.20016344442077053,0.32785688402211605,-0.07587486527064453
1.0160939693450928,0.76793,0.15863,0.07546474274840209,0.3398866782195495,0.11319711412260314,0.3358715080592091,-0.10918194396226277
1.114365577697754,0.81358,0.12231,0.017133406344127522,0.2445408202350935,0.025700109516191283,0.3375552354572062,-0.11871452473830402
0.023908138275146484,0.8478,0.09611,0.5997136435787345,0.9115130297311365,0.8995704653681017,0.014338036716172299,-0.0023954723531375063
0.10564041137695312,0.84802,0.09603,0.5994807698005702,0.9619862720653515,0.8992211547008553,0.06333496271279378,-0.0005698453482976238
0.1942131519317627,0.83936,0.08518,0.5863118408834496,0.9649981199702734,0.8794677613251743,0.11526620927957634,-0.029735850634477274
0.3272745609283447,0.80299,0.03652,0.525561814906595,0.8822296651225287,0.7883427223598926,0.18519820488584873,-0.09131126212321264
0.4258098602294922,0.74568,-0.03733,0.4320903945570712,0.6861882573724197,0.6481355918356069,0.22777436123868064,-0.1897216957018678
0.5227110385894775,0.68669,-0.1164,0.33344363860526605,0.5566481011294254,0.5001654579078991,0.260085442736172,-0.2036027995146458
0.6241409778594971,0.63766,-0.18,0.2531411115453432,0.5071323218680712,0.37971166731801476,0.2857615303069614,-0.15834087575690492
0.7204141616821289,0.60844,-0.21582,0.20693892777330386,0.5201111728215486,0.3104083916599558,0.305684199740539,-0.09598141857894628
0.8305065631866455,0.58806,-0.24249,0.1733735976290262,0.5238550601364285,0.2600603964435393,0.32477131546099625,-0.060976651768107015
0.9413609504699707,0.56198,-0.27574,0.13111820284852171,0.4597477931235548,0.19667730427278257,0.3393063434994599,-0.07623585464868758
1.0202741622924805,0.52547,-0.32182,0.0723335877659067,0.30452931739920674,0.10850038164886006,0.345014419232713,-0.14898548348236632
1.1387059688568115,0.49022,-0.36722,0.014855930475237478,0.2719931674011361,0.022283895712856217,0.34677383391708944,-0.09706456222880955
0.04652905464172363,0.4686,-0.39802,0.5997881037989957,0.9266789167477478,0.8996821556984935,0.027907573455119277,-0.000910812405864984
0.1329493522644043,0.46874,-0.39792,0.599619868443825,0.978767361386405,0.8994298026657375,0.07972690094650725,-0.00038934222583975465
0.2670893669128418,0.46253,-0.39247,0.5918734201535947,1.035381145519065,0.887810130230392,0.15912081019593124,-0.011549794907258173
0.36856675148010254,0.4218,-0.36034,0.5400281524379981,0.9217827532163848,0.810042228656997,0.21392145469802928,-0.10218093013864145
0.464388370513916,0.35177,-0.30618,0.4515075591149502,0.7496857646441355,0.6772613386724253,0.2571856400184291,-0.18476121404671897
0.5660204887390137,0.27333,-0.24746,0.353541683443224,0.6306440875009228,0.530312525164836,0.2931168301876309,-0.19278526785154404
