timestamp,status_static_flag,status_up_hill,status_down_hill,status_on_slope,status_pick_up,status_impact_x,status_impact_y,status_impact_z,status_roll_over,status_hill_static,status_val_10
0.1949307918548584,0,0,0,0,0,0,0,0,0,0,0
0.39029693603515625,0,0,0,0,0,0,0,0,0,0,0
0.595658540725708,0,0,0,0,0,0,0,0,0,0,0
0.8029177188873291,0,0,0,0,0,0,0,0,0,0,0
1.0288939476013184,0,0,0,0,0,0,0,0,0,0,0
1.2197926044464111,0,0,0,0,0,0,0,0,0,0,0
1.4208812713623047,0,0,0,0,0,0,0,0,0,0,0
1.6197798252105713,0,0,0,0,0,0,0,0,0,0,0
1.8432533740997314,0,0,0,0,0,0,0,0,0,0,0
2.035165786743164,0,0,0,0,0,0,0,0,0,0,0
2.227458953857422,0,0,0,0,0,0,0,0,0,0,0
2.4328513145446777,0,0,0,0,0,0,0,0,0,0,0
2.632796287536621,1,0,0,0,0,0,0,0,0,0,0
2.8429741859436035,0,0,0,0,0,0,0,0,0,0,0
3.0425548553466797,0,0,0,0,0,0,0,0,0,0,0
3.2329938411712646,0,0,0,0,0,0,0,0,0,0,0
3.4424517154693604,0,0,0,0,0,0,0,0,0,0,0
3.6277101039886475,0,0,0,0,0,0,0,0,0,0,0
3.8383522033691406,0,0,0,0,0,0,0,0,0,0,0
4.059656143188477,0,0,0,0,0,0,0,0,0,0,0
4.248321771621704,0,0,0,0,0,0,0,0,0,0,0
4.453546762466431,0,0,0,0,0,0,0,0,0,0,0
4.6528260707855225,0,0,0,0,0,0,0,0,0,0,0
4.859444618225098,0,0,0,0,0,0,0,0,0,0,0
5.082473516464233,0,0,0,0,0,0,0,0,0,0,0
5.284997940063477,0,0,0,0,0,0,0,0,0,0,0
5.47598123550415,0,0,0,0,0,0,0,0,0,0,0
5.7018516063690186,0,0,0,0,0,0,0,0,0,0,0
5.893260955810547,0,0,0,0,0,0,0,0,0,0,0
6.1189124584198,0,0,0,0,0,0,0,0,0,0,0
6.319190740585327,0,0,0,0,0,0,0,0,0,0,0
6.5187578201293945,1,0,0,0,0,0,0,0,0,0,0
6.7118821144104,1,0,0,0,0,0,0,0,0,0,0
6.916581869125366,1,0,0,0,0,0,0,0,0,0,0
7.117844820022583,0,0,0,0,0,0,0,0,0,0,0
7.320537567138672,0,0,0,0,0,0,0,0,0,0,0
7.520792484283447,0,0,0,0,0,0,0,0,0,0,0
7.709243297576904,0,0,0,0,0,0,0,0,0,0,0
7.915573835372925,0,0,0,0,0,0,0,0,0,0,0
8.13926100730896,0,0,0,0,0,0,0,0,0,0,0
8.336419582366943,0,0,0,0,0,0,0,0,0,0,0
8.54083800315857,0,0,0,0,0,0,0,0,0,0,0
8.748310804367065,0,0,0,0,0,0,0,0,0,0,0
8.96228837966919,0,0,0,0,0,0,0,0,0,0,0
9.148296117782593,0,0,0,0,0,0,0,0,0,0,0
9.361875534057617,0,0,0,0,0,0,0,0,0,0,0
9.57861876487732,0,0,0,0,0,0,0,0,0,0,0
9.783043146133423,0,0,0,0,0,0,0,0,0,0,0
9.983039617538452,0,0,0,0,0,0,0,0,0,0,0
10.179303646087646,0,0,0,0,0,0,0,0,0,0,0
10.401145935058594,0,0,0,0,0,0,0,0,0,0,0
10.589313268661499,0,0,0,0,0,0,0,0,0,0,0
10.800500869750977,0,0,0,0,0,0,0,0,0,0,0
11.00500774383545,0,0,0,0,0,0,0,0,0,0,0
11.2162504196167,0,0,0,0,0,0,0,0,0,0,0
11.416940212249756,0,0,0,0,0,0,0,0,0,0,0
11.618988990783691,0,0,0,0,0,0,0,0,0,0,0
11.810599565505981,0,0,0,0,0,0,0,0,0,0,0
12.012422561645508,0,0,0,0,0,0,0,0,0,0,0
12.233266830444336,0,0,0,0,0,0,0,0,0,0,0
12.442113161087036,0,0,0,0,0,0,0,0,0,0,0
12.659034967422485,0,0,0,0,0,0,0,0,0,0,0
12.847818374633789,0,0,0,0,0,0,0,0,0,0,0
13.051976203918457,0,0,0,0,0,0,0,0,0,0,0
13.261187314987183,0,0,0,0,0,0,0,0,0,0,0
13.453253984451294,1,0,0,0,0,0,0,0,0,0,0
13.668591737747192,1,0,0,0,0,0,0,0,0,0,0
13.871258735656738,0,0,0,0,0,0,0,0,0,0,0
14.068151235580444,0,0,0,0,0,0,0,0,0,0,0
14.274639129638672,0,0,0,0,0,0,0,0,0,0,0
14.468791007995605,0,0,0,0,0,0,0,0,0,0,0
14.70251750946045,0,0,0,0,0,0,0,0,0,0,0
14.893579244613647,0,0,0,0,0,0,0,0,0,0,0
15.09418249130249,0,0,0,0,0,0,0,0,0,0,0
15.301222324371338,0,0,0,0,0,0,0,0,0,0,0
15.499638795852661,0,0,0,0,0,0,0,0,0,0,0
15.701024293899536,0,0,0,0,0,0,0,0,0,0,0
15.894187688827515,0,0,0,0,0,0,0,0,0,0,0
16.11006498336792,0,0,0,0,0,0,0,0,0,0,0
16.31353735923767,0,0,0,0,0,0,0,0,0,0,0
16.51014494895935,0,0,0,0,0,0,0,0,0,0,0
16.71972417831421,0,0,0,0,0,0,0,0,0,0,0
16.934312105178833,0,0,0,0,0,0,0,0,0,0,0
17.14279794692993,0,0,0,0,0,0,0,0,0,0,0
17.34170699119568,0,0,0,0,0,0,0,0,0,0,0
17.544627904891968,0,0,0,0,0,0,0,0,0,0,0
17.743053197860718,0,0,0,0,0,0,0,0,0,0,0
17.93783926963806,0,0,0,0,0,0,0,0,0,0,0
18.142707347869873,0,0,0,0,0,0,0,0,0,0,0
18.33863401412964,0,0,0,0,0,0,0,0,0,0,0
18.55056405067444,0,0,0,0,0,0,0,0,0,0,0
18.7577166557312,0,0,0,0,0,0,0,0,0,0,0
18.96298623085022,0,0,0,0,0,0,0,0,0,0,0
19.15290403366089,0,0,0,0,0,0,0,0,0,0,0
19.362199544906616,0,0,0,0,0,0,0,0,0,0,0
19.579506635665894,0,0,0,0,0,0,0,0,0,0,0
19.771925687789917,0,0,0,0,0,0,0,0,0,0,0
19.975210428237915,0,0,0,0,0,0,0,0,0,0,0
20.178922414779663,0,0,0,0,0,0,0,0,0,0,0
20.370611667633057,1,0,0,0,0,0,0,0,0,0,0
20.57298707962036,1,0,0,0,0,0,0,0,0,0,0
20.796676874160767,0,0,0,0,0,0,0,0,0,0,0
20.99973750114441,0,0,0,0,0,0,0,0,0,0,0
21.19131875038147,0,0,0,0,0,0,0,0,0,0,0
21.39893102645874,0,0,0,0,0,0,0,0,0,0,0
21.588521480560303,0,0,0,0,0,0,0,0,0,0,0
21.8028724193573,0,0,0,0,0,0,0,0,0,0,0
21.99904990196228,0,0,0,0,0,0,0,0,0,0,0
22.191192626953125,0,0,0,0,0,0,0,0,0,0,0
22.40016269683838,0,0,0,0,0,0,0,0,0,0,0
22.62155032157898,0,0,0,0,0,0,0,0,0,0,0
22.81654953956604,0,0,0,0,0,0,0,0,0,0,0
23.01521134376526,0,0,0,0,0,0,0,0,0,0,0
23.217921257019043,0,0,0,0,0,0,0,0,0,0,0
23.4395751953125,1,0,0,0,0,0,0,0,0,0,0
23.633997917175293,1,0,0,0,0,0,0,0,0,0,0
23.84157705307007,0,0,0,0,0,0,0,0,0,0,0
24.032420873641968,0,0,0,0,0,0,0,0,0,0,0
24.24021816253662,0,0,0,0,0,0,0,0,0,0,0
24.433808088302612,0,0,0,0,0,0,0,0,0,0,0
24.637542247772217,0,0,0,0,0,0,0,0,0,0,0
24.83648157119751,0,0,0,0,0,0,0,0,0,0,0
25.0339834690094,0,0,0,0,0,0,0,0,0,0,0
25.23624849319458,0,0,0,0,0,0,0,0,0,0,0
25.442447185516357,0,0,0,0,0,0,0,0,0,0,0
25.647647857666016,0,0,0,0,0,0,0,0,0,0,0
25.86070680618286,0,0,0,0,0,0,0,0,0,0,0
26.06150984764099,0,0,0,0,0,0,0,0,0,0,0
26.262134790420532,0,0,0,0,0,0,0,0,0,0,0
26.450032472610474,0,0,0,0,0,0,0,0,0,0,0
26.676870346069336,0,0,0,0,0,0,0,0,0,0,0
26.87799620628357,0,0,0,0,0,0,0,0,0,0,0
27.07893657684326,0,0,0,0,0,0,0,0,0,0,0
27.27938485145569,0,0,0,0,0,0,0,0,0,0,0
27.48297643661499,1,0,0,0,0,0,0,0,0,0,0
27.703953504562378,1,0,0,0,0,0,0,0,0,0,0
