Time (s),X (m),Y (m),Error (m),Speed,P,I,D
0.07931232452392578,0.00581,-0.06571,0.5995527864045,0.923105142189019,0.8993291796067501,0.02377596258226883,-0.0
0.16534686088562012,0.00643,-0.06551,0.5989043723260158,0.9478957510703226,0.8983565584890236,0.04953919258129899,-0.0
0.2671337127685547,0.02587,-0.06395,0.5794463336603904,0.9481987021410845,0.8691695004905857,0.07902920165049881,-0.0
0.37908053398132324,0.09231,-0.0612,0.5129724520625796,0.8772006974334308,0.7694586780938694,0.10774201933956136,-0.0
0.4709150791168213,0.18492,-0.05883,0.42035043417809215,0.7575690160668267,0.6305256512671382,0.12704336479968847,-0.0
0.573143720626831,0.28214,-0.05736,0.3231379487903768,0.6282672647478393,0.48470692318556524,0.14356034156227415,-0.0
0.6759121417999268,0.36929,-0.05474,0.23594859799748058,0.5096072710055983,0.35392289699622087,0.1556843740093774,-0.0
0.7794721126556396,0.42899,-0.05332,0.1762329360367892,0.4291591169244545,0.2643494040551838,0.1648097128692707,-0.0
0.86932373046875,0.46609,-0.05274,0.13913178532252846,0.3797579988532912,0.20869767798379268,0.1710603208694985,-0.0
0.9980475902557373,0.49572,-0.0517,0.10948412849327699,0.34233312341194855,0.16422619273991548,0.17810693067203304,-0.0
1.0998480319976807,0.52978,-0.05041,0.07540096559372123,0.2950463048652198,0.11310144839058184,0.18194485647463798,-0.0
1.195206880569458,0.56914,-0.04929,0.036025056141675726,0.2377000946238535,0.05403758421251359,0.1836625104113399,-0.0
1.2992236614227295,0.60298,-0.04874,0.0021833777821161915,0.18705113104865534,0.0032750666731742872,0.18377606437548105,-0.0
0.09116792678833008,0.62388,-0.04764,0.5997153950105848,0.9269104971289569,0.8995730925158771,0.027337404613079725,-0.0
0.19806647300720215,0.62407,-0.04802,0.599456216955027,0.9585622291027989,0.8991843254325406,0.0593779036702583,-0.0
0.3094463348388672,0.62413,-0.06708,0.5806430141809217,0.9626783942881372,0.8709645212713826,0.0917138730167546,-0.0
0.4122591018676758,0.6277,-0.13453,0.5131036934041497,0.8877462183687702,0.7696555401062246,0.11809067826254564,-0.0
0.5159287452697754,0.63206,-0.22666,0.4208705847717913,0.771212307141095,0.6313058771576869,0.13990642998340802,-0.0
0.6152472496032715,0.63579,-0.32174,0.32571942741054366,0.6446605542806124,0.48857914111581546,0.15608141316479698,-0.0
0.7178254127502441,0.63883,-0.40998,0.23743040543917637,0.5244046087561574,0.35614560815876456,0.16825900059739282,-0.0
0.803246259689331,0.64079,-0.47342,0.17396346576848598,0.43663425254132326,0.26094519865272897,0.1756890538885943,-0.0
0.9087526798248291,0.64243,-0.51443,0.13292068938990664,0.38208208102319,0.19938103408485996,0.18270104693833006,-0.0
1.0117347240447998,0.64307,-0.54601,0.10134014599127789,0.33992937362311293,0.15201021898691683,0.1879191546361961,-0.0
1.1153130531311035,0.64377,-0.57839,0.06895719456902538,0.29492618198570353,0.10343579185353807,0.19149039013216548,-0.0
1.2045097351074219,0.64471,-0.61457,0.03276742371404662,0.24210289843933797,0.049151135571069926,0.19295176286826804,-0.0
1.3086302280426025,0.646,-0.64638,0.0009314441568478715,0.19439742031591614,0.0013971662352718073,0.19300025408064433,-0.0
0.0332942008972168,0.64326,-0.67595,0.599733729460886,0.9095844218280829,0.899600594191329,0.009983827636753904,-0.0
0.1322343349456787,0.64332,-0.67611,0.5995658341330782,0.9389931408363734,0.8993487511996172,0.03964438963675622,-0.0
0.2309556007385254,0.63146,-0.67632,0.5883350696530155,0.9511875855095135,0.8825026044795232,0.06868498102999038,-0.0
0.3278615474700928,0.57541,-0.6774,0.5322794056434824,0.8928946093600129,0.7984191084652237,0.0944755008947892,-0.0
0.4289882183074951,0.48529,-0.68218,0.442048251355042,0.7798993119318676,0.663072377032563,0.11682693489930451,-0.0
0.5202686786651611,0.38734,-0.68412,0.3440924287950824,0.6486700357449293,0.5161386431926236,0.13253139255230578,-0.0
0.6491012573242188,0.29649,-0.68661,0.2532092867448726,0.528656125345496,0.3798139301173089,0.14884219522818712,-0.0
0.7445199489593506,0.22745,-0.68916,0.18412309453397158,0.4338112294192661,0.27618464180095736,0.15762658761830875,-0.0
