timestamp,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
23.183045864105225,-0.00929,0.01139,-1.0155,0.00317,0.00799,0.00992
23.387770891189575,-0.01158,0.01161,-1.01754,0.00044,0.0042,0.00839
23.60204577445984,-0.00155,0.01224,-1.01771,0.00088,0.00662,0.01265
23.802898168563843,0.02941,0.08086,-1.01649,-0.00237,0.00837,0.4156
23.998469591140747,0.00472,-0.01619,-1.01575,0.00045,0.00284,0.51639
24.192383766174316,-0.00349,0.02137,-1.02561,-0.00593,-0.00031,0.47422
24.39943528175354,-0.00173,-0.00366,-1.01378,-0.00413,0.00615,0.50111
24.60602617263794,0.00248,0.02721,-1.02109,-0.00719,-0.00154,0.49383
24.794652462005615,0.00317,0.01521,-1.02061,0.00106,0.00543,0.52604
25.003349542617798,0.00863,0.0107,-1.01983,-0.00803,-0.00523,0.52138
25.198102235794067,-0.00296,0.01029,-1.01913,-0.00608,0.00769,0.53275
25.39890170097351,-0.01596,-0.00425,-1.01982,0.01405,0.00176,0.4974
25.624515533447266,-0.00183,0.02429,-1.01225,-0.00222,0.00364,0.52547
25.823464155197144,0.00554,0.01983,-1.01452,0.00724,-0.00155,0.50454
26.019944190979004,0.0225,0.02258,-1.01164,-0.01237,0.00083,0.56183
26.22193741798401,0.00367,0.0141,-1.01136,0.00418,0.00959,0.5364
26.422017574310303,-0.00135,0.01184,-1.01866,-0.00118,-0.00427,0.53594
26.63536787033081,0.01304,0.01786,-1.01919,0.00392,0.00232,0.51662
26.840632915496826,0.01361,0.04303,-1.00959,-0.01157,0.00812,0.35855
27.042476654052734,0.0013,0.00262,-1.0171,0.00297,0.00399,0.01246
27.234983921051025,-0.00148,0.00544,-1.01774,0.00021,0.00649,0.01227
27.432371854782104,0.00083,0.00615,-1.01636,0.00192,0.00537,0.00727
27.648378133773804,-0.00076,0.00531,-1.01667,-0.00029,0.00286,0.01062
