timestamp,pos_x_m,pos_y_m,pos_z_deg_from_start
0.11552000045776367,0.0,0.0,0.0
0.11552000045776367,-0.01815,0.5981,0.0
0.31061530113220215,0.05565,0.00036,0.0
0.5158777236938477,0.11134,-1e-05,0.0
0.7218668460845947,0.18004,0.00066,0.0
0.9423913955688477,0.26867,7e-05,0.0
1.1353356838226318,0.34325,-0.00072,0.0
1.3409113883972168,0.41655,-0.00103,0.0
1.5421936511993408,0.48932,-0.00091,0.0
1.7315900325775146,0.53868,-0.00121,0.0
1.9621741771697998,0.56751,-0.00184,0.0
2.163191795349121,0.58536,-0.0013,0.0
2.355030059814453,0.59477,-0.0022,0.0
2.552830934524536,0.59418,-0.00142,0.0
2.7624192237854004,0.58897,-0.0017,0.0
2.9613137245178223,0.58474,-0.00235,0.0
3.1529805660247803,0.5878,-0.00103,0.0
3.3614838123321533,0.58849,-0.0015,0.0
3.5638539791107178,0.58803,-0.00069,0.0
3.7556190490722656,0.59024,0.00138,0.0
3.9629080295562744,0.58878,-0.00126,0.0
4.168675422668457,0.5915,0.00202,0.0
4.376522779464722,0.59109,0.00102,0.0
4.574284553527832,0.59186,0.00322,0.0
4.779817342758179,0.59132,0.00157,0.0
4.981573581695557,0.59142,0.00252,0.0
5.1988067626953125,0.59208,0.00156,0.0
5.398889064788818,0.59177,0.00237,0.0
5.6191887855529785,0.59291,0.00203,0.0
5.813729763031006,0.59205,0.00318,0.0
6.031855583190918,0.59083,0.004,0.0
6.235846996307373,0.5898,0.00369,0.0
6.435003042221069,0.59049,0.00303,0.0
6.631125450134277,0.59113,0.00301,0.0
6.839893341064453,0.59071,0.00297,0.0
7.037875413894653,0.58918,0.00597,0.0
7.23802638053894,0.58141,0.07497,0.0
7.432425260543823,0.58093,0.13031,0.0
7.638538360595703,0.58059,0.19326,0.0
7.8363916873931885,0.58168,0.26538,0.0
8.0595064163208,0.58412,0.3408,0.0
8.258936405181885,0.58795,0.41421,0.0
8.462373495101929,0.59079,0.48165,0.0
8.668574094772339,0.59235,0.52796,0.0
8.876802206039429,0.5924,0.55085,0.0
9.067834854125977,0.59267,0.57094,0.0
9.277526140213013,0.59276,0.57892,0.0
9.483056545257568,0.59318,0.58038,0.0
9.693332433700562,0.59359,0.5797,0.0
9.90186882019043,0.59467,0.5782,0.0
10.099135398864746,0.59484,0.57999,0.0
10.304221153259277,0.59639,0.57972,0.0
10.5091872215271,0.59413,0.57955,0.0
10.719942808151245,0.59467,0.58135,0.0
10.915034770965576,0.59343,0.58015,0.0
11.136754512786865,0.59594,0.5806,0.0
11.344110488891602,0.59509,0.58085,0.0
11.538826942443848,0.59508,0.5807,0.0
11.731069326400757,0.59337,0.58087,0.0
11.93618369102478,0.59288,0.58047,0.0
12.162806510925293,0.5938,0.58087,0.0
12.3614342212677,0.59423,0.58131,0.0
12.57930874824524,0.59387,0.58188,0.0
12.781374216079712,0.59357,0.58204,0.0
12.969389200210571,0.59441,0.58046,0.0
