timestamp,pos_x_m,pos_y_m,pos_z_deg_from_start
13.179728269577026,0.59361,0.58103,0.0
13.372295618057251,0.59239,0.58093,0.0
13.569411516189575,0.5916,0.58147,0.0
13.796243667602539,0.59151,0.58198,0.0
13.99242115020752,0.56345,0.58642,0.0
14.195458889007568,0.49616,0.58807,0.0
14.398530006408691,0.42738,0.58991,0.0
14.591009140014648,0.36279,0.59105,0.0
14.813422679901123,0.29625,0.5924,0.0
15.009043216705322,0.22244,0.59438,0.0
15.221179723739624,0.14663,0.59579,0.0
15.419342279434204,0.09528,0.59653,0.0
15.62190580368042,0.06091,0.5964,0.0
15.816737413406372,0.04258,0.59653,0.0
16.032894134521484,0.02613,0.5972,0.0
16.240158557891846,0.01696,0.5974,0.0
16.44151473045349,0.01205,0.59799,0.0
16.638954401016235,0.01304,0.598,0.0
16.841492891311646,0.01549,0.598,0.0
17.059773206710815,0.01359,0.59857,0.0
17.259947061538696,0.01511,0.59711,0.0
17.450873851776123,0.01188,0.59675,0.0
17.658074617385864,0.01373,0.59552,0.0
17.857473373413086,0.01298,0.59542,0.0
18.062507390975952,0.01343,0.59661,0.0
18.25521206855774,0.01427,0.5952,0.0
18.450533390045166,0.01424,0.59448,0.0
18.679486751556396,0.01384,0.59359,0.0
18.882935762405396,0.01424,0.59423,0.0
19.071903228759766,0.01515,0.59348,0.0
19.279656887054443,0.01562,0.59367,0.0
19.473928451538086,0.0161,0.59301,0.0
19.695828914642334,0.01674,0.59244,0.0
19.911452531814575,0.01916,0.59411,0.0
20.09558129310608,0.02032,0.59294,0.0
20.29341459274292,0.02072,0.59236,0.0
20.493146419525146,0.02018,0.59279,0.0
20.717132806777954,0.01963,0.59339,0.0
20.921244859695435,0.01363,0.57816,0.0
21.111929416656494,0.00673,0.51172,0.0
21.319339752197266,0.0043,0.44947,0.0
21.524192333221436,0.00296,0.38851,0.0
21.71660542488098,0.00179,0.32213,0.0
21.920895099639893,0.00083,0.24863,0.0
22.11078906059265,0.00055,0.17434,0.0
22.31908392906189,-0.00078,0.0911,0.0
22.542038440704346,-0.00141,0.04936,0.0
22.7379047870636,-0.00249,0.02903,0.0
22.942363739013672,-0.00341,0.01795,0.0
23.14069128036499,-0.00241,0.0135,0.0
23.355996131896973,-0.00281,0.01162,0.0
23.54773235321045,-0.00304,0.01176,0.0
23.76184368133545,-0.00459,0.01279,0.0
23.954130172729492,-0.00519,0.01359,0.0
24.148011207580566,-0.00583,0.01268,0.0
24.35180974006653,-0.004,0.01368,0.0
24.56146240234375,-0.0043,0.01249,0.0
24.76035976409912,-0.00436,0.01209,0.0
24.950836658477783,-0.00297,0.01165,0.0
25.16282320022583,-0.00462,0.01092,0.0
25.35722255706787,-0.00227,0.01254,0.0
25.581782817840576,-0.00317,0.01095,0.0
25.783143520355225,-0.00127,0.01181,0.0
25.98337173461914,-0.00239,0.01064,0.0
26.179789543151855,-0.00011,0.01084,0.0
26.372060298919678,-0.00069,0.01095,0.0
26.571800470352173,0.00021,0.01035,0.0
26.794615745544434,0.00197,0.01122,0.0
26.99334478378296,0.0027,0.01199,0.0
27.20262622833252,0.00242,0.01129,0.0
27.40015196800232,0.00206,0.01075,0.0
27.609299421310425,0.00187,0.01092,0.0
